feature_id,GSM634633,GSM634634,GSM634635,GSM634636,GSM634637,GSM634638,GSM634639,GSM634640,GSM634641,GSM634642,GSM634643,GSM634644,GSM634645,GSM634646,GSM634647,GSM634648,GSM634649,GSM634650,GSM634651,GSM634652,GSM634653,GSM634654,GSM634655,GSM634656,GSM634657,GSM634658,GSM634659,GSM634660,GSM634661,GSM634662,GSM634663,GSM634664,GSM634665,GSM634666,GSM634667,GSM634668,GSM634669,GSM634670,GSM634671,GSM634672,GSM634673,GSM634674,GSM634675,GSM634676,GSM634677,GSM634678,GSM634679,GSM634680,GSM634681,GSM634682,GSM634683,GSM634684,GSM634685,GSM634686,GSM634687,GSM634688,GSM634689,GSM634690,GSM634691,GSM634692,GSM634693,GSM634694,GSM634695,GSM634696,GSM634697,GSM634698,GSM634699,GSM634700,GSM634701,GSM634702,GSM634703,GSM634704,GSM634705,GSM634706,GSM634707,GSM634708,GSM634709,GSM634710,GSM634711,GSM634712,GSM634713,GSM634714,GSM634715,GSM634716,GSM634717,GSM634718,GSM634719,GSM634720,GSM634721,GSM634722,GSM634723,GSM634724,GSM634725
ILMN_1785444,161.496,155.116,165.177,173.825,153.289,172.5,174.402,156.047,170.253,162.513,179.913,140.934,136.832,157.119,133.658,157.4,157.122,167.014,178.579,170.871,177.978,138.09,149.634,175.65,199.309,163.658,163.864,146.789,170.911,156.468,160.727,161.579,175.496,170.611,174.143,159.594,173.411,148.045,158.466,169.744,149.17,167.877,179.689,172.239,142.874,141.35,148.446,162.487,166.638,160.464,149.829,164.434,165.32,143.616,156.131,179.323,149.188,160.09,167.93,180.755,149.781,167.828,156.722,164.717,159.984,166.721,143.725,151.853,178.11,180.689,175.614,145.179,152.992,155.936,144.521,189.575,162.851,138.912,173.061,168.128,158.74,164.071,160.505,163.824,152.486,152.557,151.109,158.35,148.773,133.938,163.515,156.857,170.622
ILMN_1785474,163.162,163.397,164.314,173.74,182.665,199.919,154.065,171.694,164.216,179.946,178.216,158.914,162.874,167.926,166.846,168.988,169.325,150.997,150.342,169.489,183.926,169.629,161.483,157.309,168.627,164.76,170.189,171.873,140.768,158.955,168.613,154.255,159.411,170.549,199.057,169.758,167.998,181.587,154.293,177.934,164.708,180.762,165.637,148.99,171.447,173.003,171.909,178.288,145.969,149.642,158.355,172.982,165.054,171.614,169.409,190.9,164.438,179.019,178.606,174.514,158.504,176.124,185.727,164.778,167.081,175.146,180.504,187.813,168.577,169.871,174.749,183.208,186.023,147.211,190.34,161.909,155.406,192.551,165.62,164.107,156.237,194.975,166.308,205.43,184.109,150.848,166.094,204.11,187.998,168.738,179.486,162.291,183.56
ILMN_1785476,160.954,171.022,159.82,160.118,168.805,148.691,157.71,156.841,160.158,145.641,150.095,162.158,160.443,177.565,161.84,150.59,145.994,159.871,150.739,162.113,156.403,165.547,154.37,167.394,144.217,179.349,161.237,165.332,155.605,147.383,168.354,163.157,143.574,196.338,162.544,205.842,175.379,152.884,147.672,167.014,154.094,145.385,145.339,166.073,169.851,152.705,140.967,148.715,148.424,131.228,140.792,145.399,181.523,161.654,149.987,162.333,134.481,142.434,161.448,149.821,158.042,131.867,140.747,151.424,160.604,138.502,160.058,159.192,164.369,161.969,162.36,168.229,170.242,155.011,135.62,151.602,149.931,160.653,149.403,153.315,173.454,167.978,158.993,159.433,152.524,147.989,153.369,158.744,139.836,149.532,149.355,149.494,149.258
ILMN_1785520,158.412,152.652,162.619,141.176,153.252,154.718,172.265,149.184,161.965,159.366,154.089,154.399,147.709,145.848,152.893,170.075,167.978,157.875,156.08,147.804,152.85,170.706,144.419,160.394,147.873,160.718,198.125,151.546,155.445,161.315,161.059,144.588,154.982,185.899,173.394,186.676,157.212,164.704,155.029,173.056,144.787,152.863,148.789,148.813,193.487,153.596,148.451,159.472,166.982,142.691,152.158,143.562,146.882,151.932,142.965,147.957,163.676,154.027,143.214,168.521,163.99,148.161,160.909,174.11,156.959,173.835,175.893,158.267,153.781,195.952,135.181,143.393,171.904,168.459,151.966,159.737,149.284,163.746,158.251,188.626,164.145,176.813,160.816,145.848,145.313,167.57,140.648,151.19,150.011,170.997,165.037,180.022,147.837
ILMN_1785527,164.447,163.789,182.092,160.672,166.788,155.116,197.206,182.27,166.851,185.352,177.809,150.355,152.149,164.386,184.266,162.578,193.864,154.433,168.002,147.232,175.059,210.23,152.066,188.501,146.485,178.282,158.124,153.349,165.967,162.969,171.223,154.841,167.39,197.217,172.447,179.974,179.355,168.177,171.046,155.792,183.208,171.161,174.577,142.579,187.09,164.119,163.751,177.749,179.422,177.403,142.624,170.238,183.293,162.847,157.212,178.875,154.218,173.065,158.785,176.479,179.511,187.217,177.107,166.667,147.723,160.731,152.049,151.505,173.78,169.012,159.383,162.855,203.47,170.002,179.211,163.319,163.48,160.232,181.13,183.32,169.817,164.918,177.603,165.38,179.391,163.18,154.585,185.028,165.748,172.616,196.133,177.682,168.067
ILMN_1785528,1608.165,1449.433,1115.006,1270.773,1511.149,1157.595,2005.288,1322.33,1331.135,1319.174,1329.926,1609.355,1177.286,1485.605,1205.296,1112.944,1549.765,1148.172,1589.501,871.357,1125.506,1527.486,1999.018,1099.783,1513.817,1103.663,1526.308,1247.501,1273.467,1406.424,1387.039,1026.218,1029.425,1432.533,1085.098,1579.834,1147.481,1447.024,1213.2,1316.295,1633.784,1498.314,1082.052,1308.764,1561.407,1730.637,1264.921,3154.448,1708.796,1277.573,1380.54,1325.002,1399.516,1583.243,1163.617,1459.994,1265.595,1671.258,1461.427,1008.882,1411.54,1258.505,1475.747,1247.501,1202.961,1494.103,1164.346,1239.244,1400.055,1503.262,1001.049,1366.106,1458.847,1710.649,1611.157,1018.148,1316.295,1402.516,1377.705,1580.473,1139.184,1386.092,1327.63,1489.286,1196.309,1338.761,1094.018,2186.64,1459.994,1262.36,1025.201,1830.818,1390.433
ILMN_1785535,471.776,358.411,472.269,372.427,390.014,353.47,444.593,400.874,281.881,390.877,403.797,347.541,333.888,404.091,423.945,403.793,484.426,392.209,418.532,332.262,408.939,467.851,423.297,392.983,375.446,364.598,399.091,386.563,390.211,414.887,385.214,361.826,329.05,476.088,408.219,380.704,420.005,423.233,348.246,499.7,444.726,366.377,359.169,282.996,437.99,406.362,406.517,578.494,437.954,447.933,428.287,346.019,454.934,458.644,391.159,400.144,399.324,478.816,373.647,369.351,372.663,438.652,448.948,354.458,424.959,347.956,306.109,395.267,356.171,373.037,327.823,394.725,406.405,365.86,410.094,380.32,344.964,340.237,344.293,409.093,425.649,458.688,367.594,397.571,364.518,352.109,420.71,483.832,348.583,379.003,340.297,411.698,396.869
ILMN_1785549,162.715,173.708,140.157,148.462,157.905,147.523,153.391,151.508,150.567,142.464,147.872,137.876,147.099,140.481,148.18,139.299,141.289,160.265,149.196,142.123,149.616,135.284,145.632,147.808,146.21,148.987,137.327,156.254,170.89,142.624,148.507,149.889,150.06,146.28,151.224,151.868,151.297,154.911,144.105,147.385,140.658,143.985,151.933,159.607,149.926,131.794,158.16,139.938,142.007,147.743,149.164,150.61,152.606,139.824,149.016,147.651,159.809,163.687,142.248,144.113,146.602,150.318,151.883,150.775,140.983,167.697,146.869,135.384,156.243,155.201,144.676,146.93,161.056,153.822,138.779,144.206,142.569,145.015,166.606,159.144,147.327,142.968,141.322,147.878,136.167,147.852,142.131,135.547,147.993,148.012,154.568,145.763,140.929
ILMN_1785564,158.569,176.324,151.113,180.053,179.529,185.966,165.962,160.816,183.668,138.289,166.382,172.223,143.266,163.592,161.525,158.084,156.719,159.698,170.406,210.587,168.195,153.46,146.106,151.126,162.796,139.368,154.218,155.078,176.375,168.431,196.855,159.566,195.448,155.724,197.799,164.663,170.263,160.451,224.696,160.501,174.182,166.45,153.767,164.434,205.896,181.961,164.46,188.308,180.427,170.455,162.186,156.671,158.441,160.447,175.179,141.462,152.7,167.071,150.377,149.012,164.33,166.91,152.571,156.233,142.022,153.568,175.337,149.312,167.668,175.306,167.444,196.66,150.215,161.059,139.161,173.882,182.573,167.101,166.944,174.262,174.057,184.323,147.608,147.623,183.158,147.771,171.317,162.451,159.067,154.581,150.921,154.786,177.221
ILMN_1785570,1990.461,2022.926,2109.892,2080.218,2116.125,1848.526,2045.744,1714.468,2380.648,2047.357,2338.547,1588.962,2195.758,2186.64,2471.417,1987.04,1852.312,2031.334,1769.812,2064.969,2028.748,2244.502,2101.837,2422.115,1651.603,2498.283,2516.727,2163.505,1646.75,2555.079,2026.933,2348.701,2251.774,2347.811,1748.927,2593.253,1649.036,2940.661,2664.831,2417.633,2556.246,2464.874,1810.31,2559.798,1756.149,2562.488,1899.539,1800.758,2539.794,1716.32,2048.105,2564.827,2213.503,1396.131,1335.546,2232.54,2244.502,2233.475,1612.991,1977.546,2317.389,1612.991,1797.826,2879.785,2879.785,1861.405,1446.033,1929.339,2317.389,2422.115,2706.014,1820.975,2683.141,2166.196,2457.156,2059.949,2099.197,2647.838,2607.054,2279.722,2268.629,1972.625,2233.475,2372.912,1771.396,1906.354,2038.01,2038.01,3017.818,1741.998,1836.737,2390.992,2578.578
ILMN_1785618,238.403,215.925,217.779,223.883,215.223,235.793,217.367,220.693,237.181,231.823,221.085,237.968,230.925,216.478,222.291,208.126,201.618,238.594,234.565,233.513,227.687,240.853,232.732,194.351,244.008,206.474,195.943,251.797,236.272,231.097,236.996,238.705,211.077,218.591,251.068,278.303,230.577,210.062,194.735,227.457,225.267,223.612,255.451,242.788,238.422,230.5,236.146,251.214,203.759,240.36,251.077,236.942,234.196,218.22,233.343,218.431,232.637,245.638,244.933,212.369,213.033,212.518,228.25,242.379,222.488,212.215,246.948,230.21,229.099,235.953,248.356,216.634,230.895,246.836,237.194,220.144,228.033,235.549,239.901,222.085,240.788,232.267,246.015,252.743,205.003,232.422,238.948,251.27,229.708,240.666,228.551,220.494,225.912
ILMN_1785635,1560.823,1639.557,1555.68,1320.094,1305.865,1895.824,1836.737,1957.489,1512.208,1608.812,1554.613,1876.989,1513.219,1740.153,1664.488,1423.326,1283.796,1374.084,1610.579,1808.294,1390.433,1669.944,1829.659,1671.258,1859.38,1281.961,1327.63,1600.089,1910.955,1450.906,1243.797,2105.273,1427.551,1660.204,1560.823,1520.359,1558.428,1508.623,1273.016,1484.532,1929.339,1900.937,1788.548,1372.049,1312.101,1557.292,1648.461,2181.03,1329.436,1720.952,1295.62,1567.963,2339.45,1089.228,1735.901,1336.071,1717.436,1408.735,1328.947,1478.114,1279.402,1422.807,1811.054,1508.623,1753.563,1454.514,2339.45,1494.103,1185.443,1387.039,1190.208,1702.736,1627.606,1615.452,1428.517,1493.647,1471.395,1693.283,1427.551,1526.891,1967.494,1931.953,1499.965,1445.009,1451.799,1596.272,1754.78,1706.441,1362.889,1840.419,1582.22,1510.583,1501.024
ILMN_1785637,7350.331,6794.604,7531.396,7068.067,7076.247,6857.505,7627.348,8765.329,6555.436,8079.934,6705.724,8141.981,6946.48,7218.361,7857.164,7543.678,7761.409,8314.901,7914.682,7262.308,7993.745,8031.193,6693.235,7732.695,7844.228,7995.223,7477.05,6352.526,7035.409,7221.876,8304.501,7978.439,7060.669,8908.228,6704.849,7153.017,6882.468,6887.583,8156.951,6906.268,7224.925,7583.767,8995.622,7611.065,6913.313,7958.195,5730.191,4739.104,7730.995,7599.359,6914.657,8641.331,9007.523,7030.637,8554.449,8058.064,7442.306,7542.635,8381.728,7262.042,6982.727,7337.947,7399.311,7444.577,7228.667,6745.496,6820.397,7194.911,7527.504,6996.956,7591.97,7905.182,6085.517,6477.745,6576.057,7418.563,6620.938,8033.591,7666.032,7425.278,6422.305,6727.478,7653.25,6565.557,7806.293,6909.8,6817.654,7354.17,8189.401,8068.72,8795.734,6350.1,7448.064
ILMN_1785644,389.45,428.388,446.629,459.907,438.191,446.74,375.282,445.417,459.126,495.715,510.437,472.055,449.011,463.657,420.044,482.591,377.044,369.621,519.216,504.195,430.054,399.777,403.717,475.822,424.57,419.672,421.04,388.972,448.279,451.468,376.89,507.372,446.011,454.53,460.345,447.42,413.388,452.666,447.963,435.705,481.543,465.747,440.178,543.116,489.388,439.038,478.185,633.527,456.275,453.653,461.091,457.985,454.091,418.548,369.308,549.345,466.259,413.388,415.963,376.642,475.195,420.832,404.142,418.548,488.152,494.65,663.201,466.379,438.599,413.93,423.063,445.625,481.158,539.567,439.038,452.99,501.23,553.618,452.768,437.253,528.227,459.713,445.417,424.201,455.95,495.238,380.78,475.717,537.408,438.191,442.016,454.53,481.632
ILMN_1785650,291.119,225.132,241.747,272.225,247.545,333.245,261.729,284.37,351.891,253.668,269.863,273.372,277.442,312.786,223.046,267.332,288.682,288.501,300.014,270.837,281.544,237.418,324.727,340.897,286.904,263.073,246.213,274.714,323.67,285.612,281.103,245.615,264.838,251.5,256.942,256.68,286.761,258.098,202.823,251.086,268.96,283.769,276.712,254.406,260.31,289.519,305.388,368.605,310.934,261.976,248.422,294.78,296.26,330.18,278.775,265.114,266.476,296.108,298.807,256.517,316.007,263.538,326.63,277.097,295.488,292.462,257.595,296.625,318.691,284.469,243.934,289.016,253.366,269.907,315.748,255.848,269.863,252.513,296.214,289.156,313.783,301.519,253.668,297.777,272.099,261.126,291.033,298.456,279.294,282.404,295.053,273.169,263.212
ILMN_1785660,1590.715,1616.09,1503.908,1601.122,1451.382,1451.799,1812.309,1702.091,1674.55,1659.474,1802.915,1508.623,1696.941,1984.055,1511.689,1620.099,1626.525,1600.089,1668.563,1932.676,1559,1668.563,1772.225,1355.166,1601.695,1628.907,1609.974,1434.958,1378.192,1564.245,1716.32,2000.527,1755.549,1458.847,1714.468,1745.493,1447.024,1669.197,1770.651,1888.726,1424.663,1723.972,1899.539,1741.998,1824.528,1733.902,1773.572,1494.103,1780.017,1611.157,1726.75,1530.766,1433.127,1520.87,1499.432,1984.055,1766.114,1729.432,1826.183,1628.907,2107.138,1748.927,1821.748,1758.644,1506.53,1991.183,1681.974,1931.953,1524.714,1582.72,1623.339,1625.858,1840.995,1977.546,1443.458,1408.735,1686.627,1565.928,1530.19,1848.526,1848.526,1748.146,1746.119,1562.038,1716.32,1680.827,1531.435,1606.785,1702.091,1546.982,1769.812,1508.623,1726.75
ILMN_1785699,181.309,191.271,165.058,168.631,171.171,171.023,181.675,175.91,172.972,180.675,184.253,175.08,158.875,171.863,187.644,160.467,166.781,184.541,173.317,172.514,196.729,168.703,148.834,171.554,167.591,175.408,174.506,162.604,180.63,176.216,179.444,171.148,161.72,172.319,165.715,176.426,170.557,172.375,173.75,184.363,191.531,168.555,175.333,169.901,175.753,179.248,158.918,181.179,178.364,187.983,178.495,183.119,178.253,163.885,173.235,175.128,184.769,173.374,164.876,178.825,149.451,179.39,193.337,174.841,175.755,165.849,177.127,184.441,167.435,176.117,160.479,178.273,174.972,162.17,166.313,174.9,167.722,174.206,176.326,177.002,181.775,160.448,157.802,163.794,169.201,162.81,165.827,162.18,167.721,158.894,181.787,152.951,154.476
ILMN_1785703,1165.908,1003.155,802.042,659.067,849.83,1103.012,985.572,585.589,650.322,707.623,776.973,889.132,954.692,900.001,1106.113,625.515,903.122,464.905,691.303,365.07,804.275,1031.094,1279.779,1163.617,644.076,694.336,671.621,1137.705,780.911,725.688,600.651,495.128,727.849,756.229,689.172,649.727,874.508,1777.973,530.866,1001.943,1259.854,858.026,572.272,602.579,668.33,766.07,956.111,3662.505,714.642,818.334,672.581,888.276,1021.801,777.481,692.061,527.445,745.144,481.298,467.637,630.579,665.714,870.492,1178.005,564.904,1213.874,644.464,685.299,661.296,721.813,858.289,470.565,1205.296,679.703,583.476,893.09,516.411,791.413,957.496,813.751,1081.371,790.771,1139.535,742.927,1224.216,570.603,654.354,826.235,937.906,660.321,579.211,563.058,1242.707,658.891
ILMN_1785742,156.679,177.315,171.447,156.542,162.3,174.85,153.557,192.057,199.534,174.362,160.415,173.872,178.496,178.375,190.693,184.91,156.015,160.892,179.366,181.608,169.023,173.977,173.448,162.746,151.3,216.814,168.377,180.375,180.073,165.552,156.703,172.891,165.438,174.362,201.46,177.349,175.968,154.019,178.857,178.693,176.697,179.953,161.47,169.139,161.208,171.97,165.651,188.806,188.388,170.525,169.963,170.549,171.415,173.309,165.305,154.265,158.507,199.126,155.234,169.445,153.236,169.484,167.801,157.593,161.051,165.94,202.811,156.956,171.594,177.136,164.998,167.712,180.776,178.435,173.264,192.491,182.878,185.277,183.996,184.657,190.198,181.143,163.376,189.447,169.692,189.643,174.413,172.962,167.193,163.339,173.242,183.631,173.475
ILMN_1785765,3035.032,2342.662,3704.438,3029.836,3150.149,3727.157,3761.849,3864.337,3814.151,2887.966,3252.405,3114.089,3156.194,3003.626,1996.485,2908.041,3490.593,3630.494,4034.714,2924.589,3058.206,2931.165,3633.498,2434.504,3754.096,3596.683,3844.044,3817.093,3482.865,3319.727,3367.917,2524.301,2735.595,3098.999,3460.712,3806.257,3618.624,2645.183,3098.999,3090.104,3036.894,3709.6,3482.865,3512.982,3265.56,3165.419,2235.458,2300.495,3282.805,3606.894,3822.192,3784.929,3202.601,3879.631,3994.49,2797.676,2923.116,3309.936,3704.438,3764.329,2651.877,3642.72,3568.986,2980.818,2379.663,3359.647,2426.454,3583.02,3378.084,3245.979,4075.729,3482.865,3144.438,3451.018,3956.431,3769.496,3621.249,3086.421,3408.608,2563.634,2996.304,3208.46,3941.34,3323.788,3568.986,3430.342,4040.417,3301.637,3008.55,3060.261,3375.853,3008.55,3167.352
ILMN_1785768,209.135,187.226,231.009,226.838,222.215,204.47,244.774,214.789,222.363,206.595,211.881,185.015,262.345,229.089,223.37,217.408,196.123,195.588,210.926,203.42,207.315,203.952,208.22,180.349,196.974,229.474,198.903,215.265,193.129,202.857,246.658,261.667,235.682,213.369,239.819,233.325,199.919,194.965,206.595,176.962,263.994,196.43,196.158,217.758,231.36,184.224,216.25,230.178,212.613,243.74,230.076,222.182,185.316,239.619,211.18,220.891,210.862,219.086,213.17,197.399,213.761,202.823,196.71,216.748,268.68,223.465,189.226,203.507,212.329,226.431,203.457,225.941,209.605,200.121,228.442,218.928,195.195,187.892,204.47,178.198,179.165,202.346,195.195,173.045,235.914,212.158,214.865,211.577,179.606,214.789,262.111,251.67,217.144
ILMN_1785785,822.385,1146.589,819.968,798.597,737.928,900.896,766.882,877.664,872.216,827.992,860.239,948.158,764.424,839.716,911.677,774.65,846.562,757.623,925.82,882.552,788.92,737.028,914.769,729.059,809.161,712.583,877.386,894.871,931.09,852.179,800.64,928.85,886.464,821.476,922.368,838.26,757.247,783.237,858.323,797.097,910.183,774.811,727.806,758.839,946.345,789.35,830.187,875.549,834.998,873.637,870.252,838.277,840.588,830.127,963.174,829.765,815.624,836.625,846.288,727.547,873.877,838.307,860.308,702.002,751.143,754.559,832.573,775.843,678.613,885.867,741.959,871.001,770.256,771.168,803.254,799.911,871.468,810.816,812.445,856.645,964.334,923.55,832.013,853.402,906.463,758.698,794.947,982.079,874.808,993.152,752.373,843.765,846.874
ILMN_1785795,2706.014,2579.788,2886.322,2775.856,2379.663,2382.965,2820.561,2708.635,2466.024,2873.684,2796.327,2742.473,2738.5,2609.628,2951.068,2714.355,2841.777,2718.517,2433.278,2190.728,2688.546,2666.166,2664.831,2916.348,2627.707,2702.013,2726.657,2520.592,2627.707,2528.078,2435.579,2657.15,2556.246,2752.55,2402.816,2625.206,2790.429,2685.88,2691.28,2657.15,2726.657,2433.278,2640.781,2453.791,2576.259,2607.054,2864.388,2179.219,2563.634,2322.212,2424.253,2865.84,2811.325,2694.057,2262.716,2708.635,2778.739,2482.998,2672.993,2783.311,2640.781,2441.52,2206.071,2608.313,2453.791,2677.321,2268.629,2478.57,2484.116,2514.493,2666.166,2289.164,2589.317,2453.791,2745.059,2714.355,2557.272,2616.234,2786.527,2533.964,2692.678,2822.021,2440.247,2499.738,2664.831,2774.255,2767.124,2296.496,2691.28,2320.431,2814.375,2699.566,2680.278
ILMN_1785852,1624.534,1077.389,2034.854,1832.983,1810.31,2281.635,2175.476,1960.11,1798.572,1897.33,1814.24,1375.399,2036.468,1580.473,2125.047,1893.653,1966.626,1700.142,1777.296,1642.711,1683.271,1230.869,1896.619,1706.95,2398.267,1779.291,1930.246,1441.883,2272.706,1700.142,2034.854,1410.598,1488.686,1775.044,1845.365,1667.136,1966.626,1713.778,1794.993,1476.629,1567.963,1935.892,1954.824,1766.114,2046.545,2007.632,2386.232,1342.291,1911.805,1791.427,1894.495,1278.023,1640.754,1860.745,2310.377,1729.432,1789.932,1941.398,1746.119,1910.955,1487.74,1968.381,2398.267,1806.827,1043.275,1596.927,1382.521,1835.865,1893.653,1687.998,2087.467,1822.413,1376.333,1878.598,1905.618,1949.298,1899.539,1950.789,1561.407,1682.574,1913.928,1705.793,2082.241,1862.811,1473.093,2145.867,1674.55,1790.631,1431.578,2006.861,1105.083,1966.626,1447.024
ILMN_1785891,158.388,140.866,174.182,141.662,167.729,154.318,188.052,147.678,178.069,149.128,136.917,161.898,154.165,157.425,160.334,149.43,160.941,160.191,145.656,176.787,128.143,149.645,163.029,142.05,144.652,167.071,137.324,154.892,164.637,146.873,162.095,175.6,168.757,159.845,164.704,136.945,157.068,141.987,174.448,152.346,164.34,166.905,151.194,193.295,149.188,157.115,196.091,148.634,161.059,146.171,150.207,140.556,165.775,172.653,175.453,164.438,157.486,176.142,153.557,149.435,161.683,149.086,157.396,168.942,165.674,149.36,157.135,136.961,127.187,172.009,149.312,160.653,156.502,166.596,162.391,163.654,184.739,150.574,150.03,167.867,155.462,146.697,163.889,154.202,150.207,163.531,172.223,178.728,141.938,141.343,141.957,176.984,124.106
ILMN_1785896,145.204,135.893,133.501,148.292,140.974,154.495,162.234,127.83,161.287,156.963,155.423,137.369,149.519,158.189,147.07,136.494,157.656,149.59,151.615,139.895,163.566,136.017,154.051,160.608,154.152,165.255,177.94,151.809,145.999,149.945,150.81,164.301,150.414,143.124,127.223,162.674,143.219,178.519,154.08,150.364,164.335,158.29,149.745,137.696,147.516,150.901,130.296,171.578,159.208,138.988,166.238,150.917,154.862,164.359,151.209,170.921,190.093,158.978,160.883,156.257,137.119,161.687,156.015,164.537,158.64,152.233,149.038,163.185,152.254,138.728,172.483,142.075,153.882,149.996,159.002,164.676,139.361,136.252,158.93,144.217,151.974,165.349,142.518,153.26,166.144,143.982,139.961,140.016,153.698,144.34,142.908,146.66,158.458
ILMN_1785902,163.051,197.174,236.01,210.686,224.946,224.406,229.918,202.572,177.497,195.164,192.091,214.053,176.065,183.962,163.48,207.504,195.175,200.289,205.666,166.707,167.776,185.837,147.291,186.452,160.887,172.747,156.834,150.514,169.992,152.63,155.719,184.747,153.892,163.433,176.85,183.947,153.535,157.055,185.568,146.146,179.667,144.629,164.791,183.41,204.664,179.235,165.211,171.152,184.592,172.726,192.524,145.621,167.492,161.672,161.348,168.727,157.072,305.495,196.062,207.822,159.216,183.728,158.462,189.575,195.378,189.845,207.451,192.903,190.221,212.8,202.823,282.583,173.987,203.856,176.592,203.77,167.548,184.708,148.27,154.858,180.272,201.11,186.112,153.617,180.748,189.21,153.276,164.751,159.24,201.846,232.305,149.421,174.267
ILMN_1785914,155.605,176.272,163.764,156.431,153.707,144.873,145.129,169.281,155.389,149.012,161.866,151.72,156.7,142.585,145.839,149.524,144.893,138.158,137.987,144.549,164.826,141.42,164.637,135.608,159.419,166.112,151.906,157.135,142.746,135.915,145.68,154.144,173.071,142.769,131.746,163.733,168.454,180.111,141.081,157.475,159.828,152.787,152.038,143.778,153.797,142.082,141.369,152.127,137.425,134.404,146.902,142.111,148.247,163.162,140.291,132.431,162.234,162.234,150.021,182.623,154.691,143.208,169.603,159.744,142.166,129.699,145.801,158.061,147.003,165.137,150.144,150.744,173.216,181.982,154.908,155.25,159.653,143.918,175.156,194.777,147.929,158.326,151.231,136.194,150.329,162.952,142.185,172.457,150.016,171.649,134.587,132.416,145.631
ILMN_1785922,174.598,214.264,178.857,157.293,163.025,164.971,182.585,166.423,179.12,167.454,158.001,153.118,156.829,154.674,165.994,159.48,145.858,158.318,169.003,162.578,148.369,158.133,154.564,164.349,159.411,163.319,164.335,146.419,168.942,150.835,164.094,215.839,144.139,169.129,176.667,174.12,156.155,157.759,155.709,193.129,184.23,181.716,166.473,150.166,170.351,189.65,159.3,163.913,194.082,162.104,163.994,151.173,165.22,177.978,146.911,158.42,158.644,160.39,163.344,160.253,182.579,155.372,168.482,149.888,152.191,163.6,177.178,194.652,157.064,155.844,188.131,191.195,146.877,160.59,156.208,166.298,149.596,153.867,171.604,190.583,158.053,150.174,191.893,189.009,167.605,168.874,171.358,155.315,156.172,156.715,170.272,147.327,184.904
ILMN_1785926,789.886,690.936,785.733,871.357,815.62,790.55,923.493,698.893,876.542,767.44,920.151,890.208,937.31,936.419,809.29,758.405,915.624,867.114,797.858,625.349,918.479,916.504,988.621,986.52,860.814,906.565,888.829,864.614,870.492,767.219,880.514,739.126,847.064,774.711,711.211,826.493,954.41,911.923,972.037,905.485,828.217,871.357,761.494,733.453,945.728,825.476,886.642,779.604,958.858,861.773,832.104,937.624,773.296,992.994,725.266,754.988,861.27,806.939,788.637,854.042,871.063,932.056,735.567,663.616,779.104,939.33,821.701,829.628,855.789,912.229,802.042,699.495,881.601,795.48,851.052,743.378,977.628,833.552,953.618,944.261,750.744,874.008,828.704,851.791,855.088,896.601,754.595,861.773,860.534,790.991,859.527,877.062,819.982
ILMN_1785933,215.507,183.221,186.645,157.225,180.161,190.916,176.242,129.771,178.948,175.319,166.506,161.65,183.517,169.643,164.359,188.888,177.725,158.35,160.215,170.406,163.262,169.389,200.959,214.096,189.813,182.112,197.113,163.401,166.494,180.938,174.486,166.436,188.044,163.494,147.021,201.801,153.878,188.951,146.639,189.521,173.415,173.945,188.322,166.766,155.777,171.453,154.701,153.319,199.194,184.678,159.522,154.023,175.077,139.65,165.462,149.631,147.934,169.07,165.045,167.492,179.504,163.645,159.875,168.096,167.182,158.416,188.896,170.798,171.624,169.929,191.517,167.431,168.052,166.628,140.276,176.209,151.932,191.526,158.267,183.734,152.062,194.919,153.03,151.845,178.388,161.614,147.116,164.386,177.171,184.565,164.637,167.643,199.33
ILMN_1785955,149.962,153.045,173.729,147.705,149.109,131.089,150.735,167.792,138.608,158.724,187.459,148.31,148.247,163.72,158.851,156.711,170.305,164.65,150.94,148.176,162.186,164.033,156.948,145.701,173.197,166.234,155.87,164.685,162.174,164.33,140.297,157.653,144.837,150.227,166.851,155.267,173.345,173.961,144.467,158.181,155.78,151.143,149.216,148.564,153.381,166.995,152.154,128.111,166.619,174.647,157.14,189.082,150.901,153.46,157.768,133.557,156.485,177.706,139.504,166.189,163.641,135.073,180.18,135.871,158.749,147.718,167.841,153.062,134.966,158.424,160.46,160.93,145.244,152.82,140.568,165.944,164.993,144.505,157.559,168.264,160.297,145.666,135.585,168.377,171.863,142.16,149.258,142.709,148.808,135.746,165.127,154.475,160.85
ILMN_1785960,149.47,139.131,184.349,154.941,135.371,141.944,166.351,164.349,146.907,156.325,160.509,175.397,142.057,157.521,139.161,140.974,164.495,150.523,164.243,150.034,139.995,147.749,159.756,170.193,142.44,136.151,142.445,148.931,148.611,146.674,154.412,146.439,147.627,153.28,175.009,151.313,145.081,132.8,165.067,131.577,181.11,157.212,149.276,147.798,142.858,148.135,136.223,173.626,151.177,140.405,152.178,138.833,153.859,154.359,144.196,147.079,153.18,161.307,152.383,197.053,138.455,131.816,142.464,171.447,165.602,145.636,162.162,161.088,155.674,125.355,167.781,159.216,172.816,126.784,138.696,137.009,148.679,160.608,144.178,153.822,149.068,148.31,162.496,137.225,155.59,131.62,153.114,134.861,170.936,168.641,175.009,161.885,161.668
