repeat_id,fold_id,split,class_label,Freq
1,9,train,control,50
2,9,train,control,50
3,9,train,control,50
4,9,train,control,50
5,9,train,control,50
6,9,train,control,50
7,9,train,control,50
8,9,train,control,50
9,9,train,control,50
10,9,train,control,50
1,10,train,control,50
2,10,train,control,50
3,10,train,control,50
4,10,train,control,50
5,10,train,control,50
6,10,train,control,50
7,10,train,control,50
8,10,train,control,50
9,10,train,control,50
10,10,train,control,50
1,1,test,parkinson,5
2,1,test,parkinson,5
3,1,test,parkinson,5
4,1,test,parkinson,5
5,1,test,parkinson,5
6,1,test,parkinson,5
7,1,test,parkinson,5
8,1,test,parkinson,5
9,1,test,parkinson,5
10,1,test,parkinson,5
1,2,test,parkinson,5
2,2,test,parkinson,5
3,2,test,parkinson,5
4,2,test,parkinson,5
5,2,test,parkinson,5
6,2,test,parkinson,5
7,2,test,parkinson,5
8,2,test,parkinson,5
9,2,test,parkinson,5
10,2,test,parkinson,5
1,3,test,parkinson,5
2,3,test,parkinson,5
3,3,test,parkinson,5
4,3,test,parkinson,5
5,3,test,parkinson,5
6,3,test,parkinson,5
7,3,test,parkinson,5
8,3,test,parkinson,5
9,3,test,parkinson,5
10,3,test,parkinson,5
1,4,test,parkinson,5
2,4,test,parkinson,5
3,4,test,parkinson,5
4,4,test,parkinson,5
5,4,test,parkinson,5
6,4,test,parkinson,5
7,4,test,parkinson,5
8,4,test,parkinson,5
9,4,test,parkinson,5
10,4,test,parkinson,5
1,5,test,parkinson,5
2,5,test,parkinson,5
3,5,test,parkinson,5
4,5,test,parkinson,5
5,5,test,parkinson,5
6,5,test,parkinson,5
7,5,test,parkinson,5
8,5,test,parkinson,5
9,5,test,parkinson,5
10,5,test,parkinson,5
1,6,test,parkinson,5
2,6,test,parkinson,5
3,6,test,parkinson,5
4,6,test,parkinson,5
5,6,test,parkinson,5
6,6,test,parkinson,5
7,6,test,parkinson,5
8,6,test,parkinson,5
9,6,test,parkinson,5
10,6,test,parkinson,5
1,7,test,parkinson,5
2,7,test,parkinson,5
3,7,test,parkinson,5
4,7,test,parkinson,5
5,7,test,parkinson,5
6,7,test,parkinson,5
7,7,test,parkinson,5
8,7,test,parkinson,5
9,7,test,parkinson,5
10,7,test,parkinson,5
1,8,test,parkinson,5
2,8,test,parkinson,5
3,8,test,parkinson,5
4,8,test,parkinson,5
5,8,test,parkinson,5
6,8,test,parkinson,5
7,8,test,parkinson,5
8,8,test,parkinson,5
9,8,test,parkinson,5
10,8,test,parkinson,5
1,9,test,parkinson,5
2,9,test,parkinson,5
3,9,test,parkinson,5
4,9,test,parkinson,5
5,9,test,parkinson,5
6,9,test,parkinson,5
7,9,test,parkinson,5
8,9,test,parkinson,5
9,9,test,parkinson,5
10,9,test,parkinson,5
1,10,test,parkinson,5
2,10,test,parkinson,5
3,10,test,parkinson,5
4,10,test,parkinson,5
5,10,test,parkinson,5
6,10,test,parkinson,5
7,10,test,parkinson,5
8,10,test,parkinson,5
9,10,test,parkinson,5
10,10,test,parkinson,5
1,1,train,parkinson,45
2,1,train,parkinson,45
3,1,train,parkinson,45
4,1,train,parkinson,45
5,1,train,parkinson,45
6,1,train,parkinson,45
7,1,train,parkinson,45
8,1,train,parkinson,45
9,1,train,parkinson,45
10,1,train,parkinson,45
1,2,train,parkinson,45
2,2,train,parkinson,45
3,2,train,parkinson,45
4,2,train,parkinson,45
5,2,train,parkinson,45
6,2,train,parkinson,45
7,2,train,parkinson,45
8,2,train,parkinson,45
9,2,train,parkinson,45
10,2,train,parkinson,45
1,3,train,parkinson,45
2,3,train,parkinson,45
3,3,train,parkinson,45
4,3,train,parkinson,45
5,3,train,parkinson,45
6,3,train,parkinson,45
7,3,train,parkinson,45
8,3,train,parkinson,45
9,3,train,parkinson,45
10,3,train,parkinson,45
1,4,train,parkinson,45
2,4,train,parkinson,45
3,4,train,parkinson,45
4,4,train,parkinson,45
5,4,train,parkinson,45
6,4,train,parkinson,45
7,4,train,parkinson,45
8,4,train,parkinson,45
9,4,train,parkinson,45
10,4,train,parkinson,45
1,5,train,parkinson,45
2,5,train,parkinson,45
3,5,train,parkinson,45
4,5,train,parkinson,45
5,5,train,parkinson,45
6,5,train,parkinson,45
7,5,train,parkinson,45
8,5,train,parkinson,45
9,5,train,parkinson,45
10,5,train,parkinson,45
1,6,train,parkinson,45
2,6,train,parkinson,45
3,6,train,parkinson,45
4,6,train,parkinson,45
5,6,train,parkinson,45
6,6,train,parkinson,45
7,6,train,parkinson,45
8,6,train,parkinson,45
9,6,train,parkinson,45
10,6,train,parkinson,45
1,7,train,parkinson,45
2,7,train,parkinson,45
3,7,train,parkinson,45
4,7,train,parkinson,45
5,7,train,parkinson,45
6,7,train,parkinson,45
7,7,train,parkinson,45
8,7,train,parkinson,45
9,7,train,parkinson,45
10,7,train,parkinson,45
1,8,train,parkinson,45
2,8,train,parkinson,45
3,8,train,parkinson,45
4,8,train,parkinson,45
5,8,train,parkinson,45
6,8,train,parkinson,45
7,8,train,parkinson,45
8,8,train,parkinson,45
9,8,train,parkinson,45
10,8,train,parkinson,45
1,9,train,parkinson,45
2,9,train,parkinson,45
3,9,train,parkinson,45
4,9,train,parkinson,45
5,9,train,parkinson,45
6,9,train,parkinson,45
7,9,train,parkinson,45
8,9,train,parkinson,45
9,9,train,parkinson,45
10,9,train,parkinson,45
1,10,train,parkinson,45
2,10,train,parkinson,45
3,10,train,parkinson,45
4,10,train,parkinson,45
5,10,train,parkinson,45
6,10,train,parkinson,45
7,10,train,parkinson,45
8,10,train,parkinson,45
9,10,train,parkinson,45
10,10,train,parkinson,45
